date,category,complaints
2023-10-13,Plumbing,206
2023-10-13,Water/Leak,270
2023-10-14,Boilers,5
2023-10-14,Heating/Hot Water,1120
2023-10-14,Homeless/Shelter,218
2023-10-14,Plumbing,101
2023-10-14,Water/Leak,145
2023-10-15,Boilers,3
2023-10-15,Heating/Hot Water,1140
2023-10-15,Homeless/Shelter,188
2023-10-15,Plumbing,120
2023-10-15,Water/Leak,171
2023-10-16,Boilers,19
2023-10-16,Heating/Hot Water,1550
2023-10-16,Homeless/Shelter,278
2023-10-16,Plumbing,248
2023-10-16,Water/Leak,299
2023-10-17,Boilers,13
2023-10-17,Heating/Hot Water,1122
2023-10-17,Homeless/Shelter,259
2023-10-17,Plumbing,242
2023-10-17,Water/Leak,330
2023-10-18,Boilers,2
2023-10-18,Heating/Hot Water,818
2023-10-18,Homeless/Shelter,324
2023-10-18,Plumbing,216
2023-10-18,Water/Leak,287
2023-10-19,Boilers,15
2023-10-19,Heating/Hot Water,768
2023-10-19,Homeless/Shelter,270
2023-10-19,Plumbing,221
2023-10-19,Water/Leak,266
2023-10-20,Boilers,16
2023-10-20,Heating/Hot Water,524
2023-10-20,Homeless/Shelter,219
2023-10-20,Plumbing,203
2023-10-20,Water/Leak,278
2023-10-21,Boilers,4
2023-10-21,Heating/Hot Water,501
2023-10-21,Homeless/Shelter,281
2023-10-21,Plumbing,100
2023-10-21,Water/Leak,155
2023-10-22,Boilers,5
2023-10-22,Heating/Hot Water,1484
2023-10-22,Homeless/Shelter,170
2023-10-22,Plumbing,92
2023-10-22,Water/Leak,126
2023-10-23,Boilers,11
2023-10-23,Heating/Hot Water,1797
2023-10-23,Homeless/Shelter,301
2023-10-23,Plumbing,288
2023-10-23,Water/Leak,288
2023-10-24,Boilers,18
2023-10-24,Heating/Hot Water,1023
2023-10-24,Homeless/Shelter,295
2023-10-24,Plumbing,244
2023-10-24,Water/Leak,296
2023-10-25,Boilers,8
2023-10-25,Heating/Hot Water,528
2023-10-25,Homeless/Shelter,328
2023-10-25,Plumbing,191
2023-10-25,Water/Leak,272
2023-10-26,Boilers,9
2023-10-26,Heating/Hot Water,299
2023-10-26,Homeless/Shelter,343
2023-10-26,Plumbing,240
2023-10-26,Water/Leak,312
2023-10-27,Boilers,2
2023-10-27,Heating/Hot Water,232
2023-10-27,Homeless/Shelter,294
2023-10-27,Plumbing,215
2023-10-27,Water/Leak,245
2023-10-28,Boilers,6
2023-10-28,Heating/Hot Water,147
2023-10-28,Homeless/Shelter,248
2023-10-28,Plumbing,76
2023-10-28,Water/Leak,146
2023-10-29,Boilers,5
2023-10-29,Heating/Hot Water,406
2023-10-29,Homeless/Shelter,208
2023-10-29,Plumbing,114
2023-10-29,Water/Leak,112
2023-10-30,Boilers,7
2023-10-30,Heating/Hot Water,871
2023-10-30,Homeless/Shelter,363
2023-10-30,Plumbing,250
2023-10-30,Water/Leak,299
2023-10-31,Boilers,11
2023-10-31,Heating/Hot Water,2224
2023-10-31,Homeless/Shelter,356
2023-10-31,Plumbing,202
2023-10-31,Water/Leak,266
2023-11-01,Boilers,23
2023-11-01,Heating/Hot Water,2746
2023-11-01,Homeless/Shelter,286
2023-11-01,Plumbing,279
2023-11-01,Water/Leak,307
2023-11-02,Boilers,17
2023-11-02,Heating/Hot Water,2794
2023-11-02,Homeless/Shelter,231
2023-11-02,Plumbing,264
2023-11-02,Water/Leak,282
2023-11-03,Boilers,11
2023-11-03,Heating/Hot Water,1763
2023-11-03,Homeless/Shelter,263
2023-11-03,Plumbing,195
2023-11-03,Water/Leak,272
2023-11-04,Boilers,4
2023-11-04,Heating/Hot Water,988
2023-11-04,Homeless/Shelter,240
2023-11-04,Plumbing,79
2023-11-04,Water/Leak,105
2023-11-05,Boilers,5
2023-11-05,Heating/Hot Water,682
2023-11-05,Homeless/Shelter,212
2023-11-05,Plumbing,83
2023-11-05,Water/Leak,116
2023-11-06,Boilers,16
2023-11-06,Heating/Hot Water,1229
2023-11-06,Homeless/Shelter,311
2023-11-06,Plumbing,249
2023-11-06,Water/Leak,306
2023-11-07,Boilers,3
2023-11-07,Heating/Hot Water,751
2023-11-07,Homeless/Shelter,287
2023-11-07,Plumbing,199
2023-11-07,Water/Leak,263
2023-11-08,Boilers,12
2023-11-08,Heating/Hot Water,1796
2023-11-08,Homeless/Shelter,274
2023-11-08,Plumbing,235
2023-11-08,Water/Leak,238
2023-11-09,Boilers,8
2023-11-09,Heating/Hot Water,1223
2023-11-09,Homeless/Shelter,275
2023-11-09,Plumbing,189
2023-11-09,Water/Leak,196
2023-11-10,Boilers,9
2023-11-10,Heating/Hot Water,1588
2023-11-10,Homeless/Shelter,250
2023-11-10,Plumbing,188
2023-11-10,Water/Leak,170
2023-11-11,Boilers,7
2023-11-11,Heating/Hot Water,1225
2023-11-11,Homeless/Shelter,174
2023-11-11,Plumbing,116
2023-11-11,Water/Leak,155
2023-11-12,Boilers,9
2023-11-12,Heating/Hot Water,2094
2023-11-12,Homeless/Shelter,147
2023-11-12,Plumbing,80
2023-11-12,Water/Leak,127
2023-11-13,Boilers,17
2023-11-13,Heating/Hot Water,2316
2023-11-13,Homeless/Shelter,297
2023-11-13,Plumbing,236
2023-11-13,Snow/Ice,1
2023-11-13,Water/Leak,229
2023-11-14,Boilers,17
2023-11-14,Heating/Hot Water,1549
2023-11-14,Homeless/Shelter,251
2023-11-14,Plumbing,222
2023-11-14,Water/Leak,250
2023-11-15,Boilers,13
2023-11-15,Heating/Hot Water,1340
2023-11-15,Homeless/Shelter,280
2023-11-15,Plumbing,244
2023-11-15,Water/Leak,222
2023-11-16,Boilers,9
2023-11-16,Heating/Hot Water,765
2023-11-16,Homeless/Shelter,229
2023-11-16,Plumbing,202
2023-11-16,Water/Leak,232
2023-11-17,Boilers,7
2023-11-17,Heating/Hot Water,550
2023-11-17,Homeless/Shelter,258
2023-11-17,Plumbing,189
2023-11-17,Water/Leak,205
2023-11-18,Boilers,7
2023-11-18,Heating/Hot Water,966
2023-11-18,Homeless/Shelter,237
2023-11-18,Plumbing,97
2023-11-18,Water/Leak,127
2023-11-19,Boilers,8
2023-11-19,Heating/Hot Water,1111
2023-11-19,Homeless/Shelter,215
2023-11-19,Plumbing,103
2023-11-19,Water/Leak,131
2023-11-20,Boilers,18
2023-11-20,Heating/Hot Water,2021
2023-11-20,Homeless/Shelter,234
2023-11-20,Plumbing,281
2023-11-20,Water/Leak,240
2023-11-21,Boilers,21
2023-11-21,Heating/Hot Water,2122
2023-11-21,Homeless/Shelter,193
2023-11-21,Plumbing,223
2023-11-21,Snow/Ice,1
2023-11-21,Water/Leak,185
2023-11-22,Boilers,12
2023-11-22,Heating/Hot Water,1040
2023-11-22,Homeless/Shelter,206
2023-11-22,Plumbing,211
2023-11-22,Water/Leak,352
2023-11-23,Boilers,2
2023-11-23,Heating/Hot Water,892
2023-11-23,Homeless/Shelter,108
2023-11-23,Plumbing,98
2023-11-23,Water/Leak,87
2023-11-24,Boilers,5
2023-11-24,Heating/Hot Water,1387
2023-11-24,Homeless/Shelter,135
2023-11-24,Plumbing,135
2023-11-24,Water/Leak,146
2023-11-25,Boilers,5
2023-11-25,Heating/Hot Water,2080
2023-11-25,Homeless/Shelter,122
2023-11-25,Plumbing,139
2023-11-25,Snow/Ice,1
2023-11-25,Water/Leak,139
2023-11-26,Boilers,5
2023-11-26,Heating/Hot Water,1509
2023-11-26,Homeless/Shelter,151
2023-11-26,Plumbing,97
2023-11-26,Water/Leak,150
2023-11-27,Boilers,13
2023-11-27,Heating/Hot Water,1486
2023-11-27,Homeless/Shelter,212
2023-11-27,Plumbing,256
2023-11-27,Water/Leak,289
2023-11-28,Boilers,13
2023-11-28,Heating/Hot Water,2885
2023-11-28,Homeless/Shelter,191
2023-11-28,Plumbing,294
2023-11-28,Snow/Ice,11
2023-11-28,Water/Leak,283
2023-11-29,Boilers,15
2023-11-29,Heating/Hot Water,2946
2023-11-29,Homeless/Shelter,177
2023-11-29,Plumbing,265
2023-11-29,Snow/Ice,11
2023-11-29,Water/Leak,312
2023-11-30,Boilers,14
2023-11-30,Heating/Hot Water,1638
2023-11-30,Homeless/Shelter,168
2023-11-30,Plumbing,270
2023-11-30,Water/Leak,272
2023-12-01,Boilers,13
2023-12-01,Heating/Hot Water,1185
2023-12-01,Homeless/Shelter,195
2023-12-01,Plumbing,212
2023-12-01,Water/Leak,217
2023-12-02,Boilers,10
2023-12-02,Heating/Hot Water,721
2023-12-02,Homeless/Shelter,175
2023-12-02,Plumbing,121
2023-12-02,Water/Leak,180
2023-12-03,Boilers,3
2023-12-03,Heating/Hot Water,834
2023-12-03,Homeless/Shelter,129
2023-12-03,Plumbing,106
2023-12-03,Water/Leak,144
2023-12-04,Boilers,10
2023-12-04,Heating/Hot Water,996
2023-12-04,Homeless/Shelter,241
2023-12-04,Plumbing,264
2023-12-04,Water/Leak,298
2023-12-05,Boilers,17
2023-12-05,Heating/Hot Water,1433
2023-12-05,Homeless/Shelter,235
2023-12-05,Plumbing,276
2023-12-05,Water/Leak,228
2023-12-06,Boilers,14
2023-12-06,Heating/Hot Water,1839
2023-12-06,Homeless/Shelter,173
2023-12-06,Plumbing,264
2023-12-06,Water/Leak,277
2023-12-07,Boilers,17
2023-12-07,Heating/Hot Water,2020
2023-12-07,Homeless/Shelter,126
2023-12-07,Plumbing,262
2023-12-07,Snow/Ice,6
2023-12-07,Water/Leak,271
2023-12-08,Boilers,9
2023-12-08,Heating/Hot Water,1101
2023-12-08,Homeless/Shelter,172
2023-12-08,Plumbing,193
2023-12-08,Water/Leak,211
2023-12-09,Boilers,4
2023-12-09,Heating/Hot Water,642
2023-12-09,Homeless/Shelter,159
2023-12-09,Plumbing,92
2023-12-09,Water/Leak,141
2023-12-10,Boilers,4
2023-12-10,Heating/Hot Water,682
2023-12-10,Homeless/Shelter,146
2023-12-10,Plumbing,91
2023-12-10,Water/Leak,159
2023-12-11,Boilers,16
2023-12-11,Heating/Hot Water,1467
2023-12-11,Homeless/Shelter,200
2023-12-11,Plumbing,253
2023-12-11,Water/Leak,343
2023-12-12,Boilers,16
2023-12-12,Heating/Hot Water,1627
2023-12-12,Homeless/Shelter,189
2023-12-12,Plumbing,296
2023-12-12,Snow/Ice,5
2023-12-12,Water/Leak,301
2023-12-13,Boilers,15
2023-12-13,Heating/Hot Water,1532
2023-12-13,Homeless/Shelter,174
2023-12-13,Plumbing,279
2023-12-13,Snow/Ice,2
2023-12-13,Water/Leak,293
2023-12-14,Boilers,11
2023-12-14,Heating/Hot Water,1337
2023-12-14,Homeless/Shelter,112
2023-12-14,Plumbing,216
2023-12-14,Snow/Ice,6
2023-12-14,Water/Leak,293
2023-12-15,Boilers,6
2023-12-15,Heating/Hot Water,1533
2023-12-15,Homeless/Shelter,156
2023-12-15,Plumbing,302
2023-12-15,Snow/Ice,1
2023-12-15,Water/Leak,364
2023-12-16,Boilers,6
2023-12-16,Heating/Hot Water,663
2023-12-16,Homeless/Shelter,168
2023-12-16,Plumbing,127
2023-12-16,Water/Leak,179
2023-12-17,Boilers,4
2023-12-17,Heating/Hot Water,733
2023-12-17,Homeless/Shelter,137
2023-12-17,Plumbing,97
2023-12-17,Water/Leak,130
2023-12-18,Boilers,11
2023-12-18,Heating/Hot Water,958
2023-12-18,Homeless/Shelter,173
2023-12-18,Plumbing,243
2023-12-18,Water/Leak,861
2023-12-19,Boilers,23
2023-12-19,Heating/Hot Water,1430
2023-12-19,Homeless/Shelter,174
2023-12-19,Plumbing,244
2023-12-19,Snow/Ice,4
2023-12-19,Water/Leak,309
2023-12-20,Boilers,26
2023-12-20,Heating/Hot Water,1603
2023-12-20,Homeless/Shelter,96
2023-12-20,Plumbing,226
2023-12-20,Snow/Ice,30
2023-12-20,Water/Leak,321
2023-12-21,Boilers,19
2023-12-21,Heating/Hot Water,1590
2023-12-21,Homeless/Shelter,111
2023-12-21,Plumbing,233
2023-12-21,Snow/Ice,8
2023-12-21,Water/Leak,238
2023-12-22,Boilers,26
2023-12-22,Heating/Hot Water,2000
2023-12-22,Homeless/Shelter,109
2023-12-22,Plumbing,218
2023-12-22,Snow/Ice,14
2023-12-22,Water/Leak,267
2023-12-23,Boilers,7
2023-12-23,Heating/Hot Water,1266
2023-12-23,Homeless/Shelter,101
2023-12-23,Plumbing,117
2023-12-23,Snow/Ice,1
2023-12-23,Water/Leak,150
2023-12-24,Boilers,3
2023-12-24,Heating/Hot Water,831
2023-12-24,Homeless/Shelter,124
2023-12-24,Plumbing,100
2023-12-24,Water/Leak,104
2023-12-25,Boilers,3
2023-12-25,Heating/Hot Water,717
2023-12-25,Homeless/Shelter,99
2023-12-25,Plumbing,71
2023-12-25,Water/Leak,94
2023-12-26,Boilers,14
2023-12-26,Heating/Hot Water,934
2023-12-26,Homeless/Shelter,165
2023-12-26,Plumbing,204
2023-12-26,Water/Leak,226
2023-12-27,Boilers,9
2023-12-27,Heating/Hot Water,889
2023-12-27,Homeless/Shelter,164
2023-12-27,Plumbing,229
2023-12-27,Water/Leak,189
2023-12-28,Boilers,6
2023-12-28,Heating/Hot Water,750
2023-12-28,Homeless/Shelter,169
2023-12-28,Plumbing,226
2023-12-28,Water/Leak,340
2023-12-29,Boilers,2
2023-12-29,Heating/Hot Water,634
2023-12-29,Homeless/Shelter,157
2023-12-29,Plumbing,191
2023-12-29,Water/Leak,206
2023-12-30,Boilers,5
2023-12-30,Heating/Hot Water,814
2023-12-30,Homeless/Shelter,126
2023-12-30,Plumbing,102
2023-12-30,Water/Leak,181
2023-12-31,Boilers,4
2023-12-31,Heating/Hot Water,894
2023-12-31,Homeless/Shelter,61
2023-12-31,Plumbing,72
2023-12-31,Water/Leak,108
2024-01-01,Boilers,10
2024-01-01,Heating/Hot Water,851
2024-01-01,Homeless/Shelter,88
2024-01-01,Plumbing,105
2024-01-01,Water/Leak,113
2024-01-02,Boilers,14
2024-01-02,Heating/Hot Water,1505
2024-01-02,Homeless/Shelter,182
2024-01-02,Plumbing,262
2024-01-02,Snow/Ice,5
2024-01-02,Water/Leak,249
2024-01-03,Boilers,22
2024-01-03,Heating/Hot Water,1334
2024-01-03,Homeless/Shelter,167
2024-01-03,Plumbing,254
2024-01-03,Snow/Ice,6
2024-01-03,Water/Leak,286
2024-01-04,Boilers,11
2024-01-04,Heating/Hot Water,1500
2024-01-04,Homeless/Shelter,190
2024-01-04,Plumbing,269
2024-01-04,Snow/Ice,3
2024-01-04,Water/Leak,275
2024-01-05,Boilers,13
2024-01-05,Heating/Hot Water,1939
2024-01-05,Homeless/Shelter,130
2024-01-05,Plumbing,223
2024-01-05,Snow/Ice,17
2024-01-05,Water/Leak,297
2024-01-06,Boilers,9
2024-01-06,Heating/Hot Water,1646
2024-01-06,Homeless/Shelter,104
2024-01-06,Plumbing,137
2024-01-06,Snow/Ice,3
2024-01-06,Water/Leak,168
2024-01-07,Boilers,2
2024-01-07,Heating/Hot Water,1288
2024-01-07,Homeless/Shelter,88
2024-01-07,Plumbing,136
2024-01-07,Snow/Ice,14
2024-01-07,Water/Leak,124
2024-01-08,Boilers,8
2024-01-08,Heating/Hot Water,1340
2024-01-08,Homeless/Shelter,183
2024-01-08,Plumbing,262
2024-01-08,Snow/Ice,1
2024-01-08,Water/Leak,348
2024-01-09,Boilers,13
2024-01-09,Heating/Hot Water,1260
2024-01-09,Homeless/Shelter,205
2024-01-09,Plumbing,266
2024-01-09,Snow/Ice,1
2024-01-09,Water/Leak,646
2024-01-10,Boilers,13
2024-01-10,Heating/Hot Water,1125
2024-01-10,Homeless/Shelter,152
2024-01-10,Plumbing,298
2024-01-10,Snow/Ice,1
2024-01-10,Water/Leak,724
2024-01-11,Boilers,10
2024-01-11,Heating/Hot Water,1094
2024-01-11,Homeless/Shelter,141
2024-01-11,Plumbing,243
2024-01-11,Water/Leak,365
2024-01-12,Boilers,13
2024-01-12,Heating/Hot Water,949
2024-01-12,Homeless/Shelter,145
2024-01-12,Plumbing,205
2024-01-12,Snow/Ice,1
2024-01-12,Water/Leak,318
2024-01-13,Boilers,5
2024-01-13,Heating/Hot Water,947
2024-01-13,Homeless/Shelter,118
2024-01-13,Plumbing,107
2024-01-13,Water/Leak,355
2024-01-14,Boilers,12
2024-01-14,Heating/Hot Water,1715
2024-01-14,Homeless/Shelter,103
2024-01-14,Plumbing,108
2024-01-14,Snow/Ice,15
2024-01-14,Water/Leak,158
2024-01-15,Boilers,13
2024-01-15,Heating/Hot Water,2720
2024-01-15,Homeless/Shelter,123
2024-01-15,Plumbing,199
2024-01-15,Snow/Ice,41
2024-01-15,Water/Leak,259
2024-01-16,Boilers,17
2024-01-16,Heating/Hot Water,2686
2024-01-16,Homeless/Shelter,116
2024-01-16,Plumbing,313
2024-01-16,Snow/Ice,159
2024-01-16,Water/Leak,333
2024-01-17,Boilers,27
2024-01-17,Heating/Hot Water,3325
2024-01-17,Homeless/Shelter,136
2024-01-17,Plumbing,341
2024-01-17,Snow/Ice,1266
2024-01-17,Water/Leak,325
2024-01-18,Boilers,24
2024-01-18,Heating/Hot Water,3820
2024-01-18,Homeless/Shelter,99
2024-01-18,Plumbing,324
2024-01-18,Snow/Ice,935
2024-01-18,Water/Leak,343
2024-01-19,Boilers,19
2024-01-19,Heating/Hot Water,2263
2024-01-19,Homeless/Shelter,105
2024-01-19,Plumbing,268
2024-01-19,Snow/Ice,246
2024-01-19,Water/Leak,349
2024-01-20,Boilers,11
2024-01-20,Heating/Hot Water,2911
2024-01-20,Homeless/Shelter,92
2024-01-20,Plumbing,154
2024-01-20,Snow/Ice,210
2024-01-20,Water/Leak,177
2024-01-21,Boilers,16
2024-01-21,Heating/Hot Water,3005
2024-01-21,Homeless/Shelter,81
2024-01-21,Plumbing,152
2024-01-21,Snow/Ice,118
2024-01-21,Water/Leak,276
2024-01-22,Boilers,16
2024-01-22,Heating/Hot Water,2249
2024-01-22,Homeless/Shelter,126
2024-01-22,Plumbing,289
2024-01-22,Snow/Ice,154
2024-01-22,Water/Leak,417
2024-01-23,Boilers,20
2024-01-23,Heating/Hot Water,1477
2024-01-23,Homeless/Shelter,142
2024-01-23,Plumbing,258
2024-01-23,Snow/Ice,40
2024-01-23,Water/Leak,414
2024-01-24,Boilers,19
2024-01-24,Heating/Hot Water,1187
2024-01-24,Homeless/Shelter,140
2024-01-24,Plumbing,277
2024-01-24,Snow/Ice,2
2024-01-24,Water/Leak,314
2024-01-25,Boilers,9
2024-01-25,Heating/Hot Water,856
2024-01-25,Homeless/Shelter,160
2024-01-25,Plumbing,267
2024-01-25,Snow/Ice,1
2024-01-25,Water/Leak,347
2024-01-26,Boilers,11
2024-01-26,Heating/Hot Water,862
2024-01-26,Homeless/Shelter,166
2024-01-26,Plumbing,201
2024-01-26,Water/Leak,277
2024-01-27,Boilers,7
2024-01-27,Heating/Hot Water,798
2024-01-27,Homeless/Shelter,168
2024-01-27,Plumbing,114
2024-01-27,Water/Leak,194
2024-01-28,Boilers,12
2024-01-28,Heating/Hot Water,1029
2024-01-28,Homeless/Shelter,105
2024-01-28,Plumbing,161
2024-01-28,Water/Leak,185
2024-01-29,Boilers,11
2024-01-29,Heating/Hot Water,1242
2024-01-29,Homeless/Shelter,157
2024-01-29,Plumbing,353
2024-01-29,Water/Leak,453
2024-01-30,Boilers,13
2024-01-30,Heating/Hot Water,1370
2024-01-30,Homeless/Shelter,136
2024-01-30,Plumbing,288
2024-01-30,Water/Leak,368
2024-01-31,Boilers,14
2024-01-31,Heating/Hot Water,1311
2024-01-31,Homeless/Shelter,152
2024-01-31,Plumbing,236
2024-01-31,Water/Leak,317
2024-02-01,Boilers,16
2024-02-01,Heating/Hot Water,1066
2024-02-01,Homeless/Shelter,186
2024-02-01,Plumbing,220
2024-02-01,Water/Leak,308
2024-02-02,Boilers,7
2024-02-02,Heating/Hot Water,834
2024-02-02,Homeless/Shelter,148
2024-02-02,Plumbing,215
2024-02-02,Water/Leak,357
2024-02-03,Boilers,8
2024-02-03,Heating/Hot Water,965
2024-02-03,Homeless/Shelter,90
2024-02-03,Plumbing,127
2024-02-03,Water/Leak,167
2024-02-04,Boilers,3
2024-02-04,Heating/Hot Water,970
2024-02-04,Homeless/Shelter,98
2024-02-04,Plumbing,138
2024-02-04,Snow/Ice,3
2024-02-04,Water/Leak,172
2024-02-05,Boilers,10
2024-02-05,Heating/Hot Water,1287
2024-02-05,Homeless/Shelter,124
2024-02-05,Plumbing,282
2024-02-05,Snow/Ice,7
2024-02-05,Water/Leak,328
2024-02-06,Boilers,12
2024-02-06,Heating/Hot Water,1463
2024-02-06,Homeless/Shelter,131
2024-02-06,Plumbing,224
2024-02-06,Snow/Ice,5
2024-02-06,Water/Leak,308
2024-02-07,Boilers,13
2024-02-07,Heating/Hot Water,1064
2024-02-07,Homeless/Shelter,109
2024-02-07,Plumbing,251
2024-02-07,Snow/Ice,2
2024-02-07,Water/Leak,325
2024-02-08,Boilers,18
2024-02-08,Heating/Hot Water,858
2024-02-08,Homeless/Shelter,141
2024-02-08,Plumbing,216
2024-02-08,Water/Leak,281
2024-02-09,Boilers,13
2024-02-09,Heating/Hot Water,672
2024-02-09,Homeless/Shelter,159
2024-02-09,Plumbing,172
2024-02-09,Water/Leak,247
2024-02-10,Boilers,9
2024-02-10,Heating/Hot Water,552
2024-02-10,Homeless/Shelter,170
2024-02-10,Plumbing,125
2024-02-10,Water/Leak,325
2024-02-11,Boilers,5
2024-02-11,Heating/Hot Water,694
2024-02-11,Homeless/Shelter,136
2024-02-11,Plumbing,86
2024-02-11,Water/Leak,166
2024-02-12,Boilers,11
2024-02-12,Heating/Hot Water,1016
2024-02-12,Homeless/Shelter,143
2024-02-12,Plumbing,253
2024-02-12,Snow/Ice,2
2024-02-12,Water/Leak,297
2024-02-13,Boilers,16
2024-02-13,Heating/Hot Water,1320
2024-02-13,Homeless/Shelter,101
2024-02-13,Plumbing,214
2024-02-13,Snow/Ice,184
2024-02-13,Water/Leak,194
2024-02-14,Boilers,13
2024-02-14,Heating/Hot Water,1358
2024-02-14,Homeless/Shelter,121
2024-02-14,Plumbing,211
2024-02-14,Snow/Ice,383
2024-02-14,Water/Leak,216
2024-02-15,Boilers,19
2024-02-15,Heating/Hot Water,1292
2024-02-15,Homeless/Shelter,108
2024-02-15,Plumbing,190
2024-02-15,Snow/Ice,104
2024-02-15,Water/Leak,233
2024-02-16,Boilers,10
2024-02-16,Heating/Hot Water,1064
2024-02-16,Homeless/Shelter,91
2024-02-16,Plumbing,191
2024-02-16,Snow/Ice,14
2024-02-16,Water/Leak,216
2024-02-17,Boilers,11
2024-02-17,Heating/Hot Water,1087
2024-02-17,Homeless/Shelter,65
2024-02-17,Plumbing,78
2024-02-17,Snow/Ice,72
2024-02-17,Water/Leak,119
2024-02-18,Boilers,10
2024-02-18,Heating/Hot Water,1349
2024-02-18,Homeless/Shelter,64
2024-02-18,Plumbing,103
2024-02-18,Snow/Ice,216
2024-02-18,Water/Leak,113
2024-02-19,Boilers,5
2024-02-19,Heating/Hot Water,1282
2024-02-19,Homeless/Shelter,79
2024-02-19,Plumbing,170
2024-02-19,Snow/Ice,117
2024-02-19,Water/Leak,168
2024-02-20,Boilers,19
2024-02-20,Heating/Hot Water,1549
2024-02-20,Homeless/Shelter,139
2024-02-20,Plumbing,222
2024-02-20,Snow/Ice,23
2024-02-20,Water/Leak,255
2024-02-21,Boilers,10
2024-02-21,Heating/Hot Water,1364
2024-02-21,Homeless/Shelter,121
2024-02-21,Plumbing,239
2024-02-21,Water/Leak,271
2024-02-22,Boilers,12
2024-02-22,Heating/Hot Water,1003
2024-02-22,Homeless/Shelter,161
2024-02-22,Plumbing,217
2024-02-22,Water/Leak,236
2024-02-23,Boilers,8
2024-02-23,Heating/Hot Water,757
2024-02-23,Homeless/Shelter,182
2024-02-23,Plumbing,239
2024-02-23,Water/Leak,230
2024-02-24,Boilers,7
2024-02-24,Heating/Hot Water,852
2024-02-24,Homeless/Shelter,106
2024-02-24,Plumbing,111
2024-02-24,Water/Leak,135
2024-02-25,Boilers,5
2024-02-25,Heating/Hot Water,1201
2024-02-25,Homeless/Shelter,74
2024-02-25,Plumbing,85
2024-02-25,Snow/Ice,4
2024-02-25,Water/Leak,142
2024-02-26,Boilers,8
2024-02-26,Heating/Hot Water,807
2024-02-26,Homeless/Shelter,136
2024-02-26,Plumbing,264
2024-02-26,Water/Leak,239
2024-02-27,Boilers,10
2024-02-27,Heating/Hot Water,690
2024-02-27,Homeless/Shelter,204
2024-02-27,Plumbing,237
2024-02-27,Water/Leak,245
2024-02-28,Boilers,7
2024-02-28,Heating/Hot Water,756
2024-02-28,Homeless/Shelter,108
2024-02-28,Plumbing,203
2024-02-28,Water/Leak,214
2024-02-29,Boilers,13
2024-02-29,Heating/Hot Water,1233
2024-02-29,Homeless/Shelter,127
2024-02-29,Plumbing,213
2024-02-29,Snow/Ice,3
2024-02-29,Water/Leak,223
2024-03-01,Boilers,14
2024-03-01,Heating/Hot Water,1033
2024-03-01,Homeless/Shelter,121
2024-03-01,Plumbing,215
2024-03-01,Snow/Ice,3
2024-03-01,Water/Leak,250
2024-03-02,Boilers,4
2024-03-02,Heating/Hot Water,785
2024-03-02,Homeless/Shelter,112
2024-03-02,Plumbing,130
2024-03-02,Water/Leak,206
2024-03-03,Boilers,3
2024-03-03,Heating/Hot Water,422
2024-03-03,Homeless/Shelter,134
2024-03-03,Plumbing,101
2024-03-03,Water/Leak,168
2024-03-04,Boilers,10
2024-03-04,Heating/Hot Water,652
2024-03-04,Homeless/Shelter,184
2024-03-04,Plumbing,228
2024-03-04,Water/Leak,272
2024-03-05,Boilers,10
2024-03-05,Heating/Hot Water,882
2024-03-05,Homeless/Shelter,155
2024-03-05,Plumbing,180
2024-03-05,Water/Leak,256
2024-03-06,Boilers,16
2024-03-06,Heating/Hot Water,786
2024-03-06,Homeless/Shelter,173
2024-03-06,Plumbing,220
2024-03-06,Water/Leak,337
2024-03-07,Boilers,12
2024-03-07,Heating/Hot Water,718
2024-03-07,Homeless/Shelter,172
2024-03-07,Plumbing,202
2024-03-07,Water/Leak,321
2024-03-08,Boilers,8
2024-03-08,Heating/Hot Water,683
2024-03-08,Homeless/Shelter,137
2024-03-08,Plumbing,171
2024-03-08,Water/Leak,268
2024-03-09,Boilers,4
2024-03-09,Heating/Hot Water,938
2024-03-09,Homeless/Shelter,101
2024-03-09,Plumbing,123
2024-03-09,Water/Leak,305
2024-03-10,Boilers,5
2024-03-10,Heating/Hot Water,784
2024-03-10,Homeless/Shelter,80
2024-03-10,Plumbing,125
2024-03-10,Water/Leak,235
2024-03-11,Boilers,7
2024-03-11,Heating/Hot Water,1055
2024-03-11,Homeless/Shelter,131
2024-03-11,Plumbing,235
2024-03-11,Water/Leak,337
2024-03-12,Boilers,9
2024-03-12,Heating/Hot Water,663
2024-03-12,Homeless/Shelter,164
2024-03-12,Plumbing,225
2024-03-12,Water/Leak,310
2024-03-13,Boilers,4
2024-03-13,Heating/Hot Water,561
2024-03-13,Homeless/Shelter,176
2024-03-13,Plumbing,213
2024-03-13,Water/Leak,246
2024-03-14,Boilers,9
2024-03-14,Heating/Hot Water,477
2024-03-14,Homeless/Shelter,167
2024-03-14,Plumbing,211
2024-03-14,Water/Leak,287
2024-03-15,Boilers,11
2024-03-15,Heating/Hot Water,323
2024-03-15,Homeless/Shelter,177
2024-03-15,Plumbing,175
2024-03-15,Water/Leak,194
2024-03-16,Boilers,3
2024-03-16,Heating/Hot Water,233
2024-03-16,Homeless/Shelter,144
2024-03-16,Plumbing,44
2024-03-16,Water/Leak,140
2024-03-17,Boilers,3
2024-03-17,Heating/Hot Water,291
2024-03-17,Homeless/Shelter,135
2024-03-17,Plumbing,54
2024-03-17,Water/Leak,128
2024-03-18,Boilers,6
