month,category,borough,complaints
2022-03,Boilers,MANHATTAN,95
2022-03,Boilers,QUEENS,60
2022-03,Boilers,STATEN ISLAND,5
2022-03,Heating/Hot Water,BRONX,9294
2022-03,Heating/Hot Water,BROOKLYN,5792
2022-03,Heating/Hot Water,MANHATTAN,5490
2022-03,Heating/Hot Water,QUEENS,2970
2022-03,Heating/Hot Water,STATEN ISLAND,296
2022-03,Homeless/Shelter,BRONX,163
2022-03,Homeless/Shelter,BROOKLYN,1188
2022-03,Homeless/Shelter,MANHATTAN,2885
2022-03,Homeless/Shelter,QUEENS,627
2022-03,Homeless/Shelter,STATEN ISLAND,40
2022-03,Homeless/Shelter,Unspecified,1
2022-03,Plumbing,BRONX,1733
2022-03,Plumbing,BROOKLYN,1456
2022-03,Plumbing,MANHATTAN,1150
2022-03,Plumbing,QUEENS,658
2022-03,Plumbing,STATEN ISLAND,107
2022-03,Snow/Ice,BRONX,3
2022-03,Snow/Ice,BROOKLYN,5
2022-03,Snow/Ice,MANHATTAN,4
2022-03,Snow/Ice,QUEENS,15
2022-03,Snow/Ice,STATEN ISLAND,6
2022-03,Water/Leak,BRONX,1413
2022-03,Water/Leak,BROOKLYN,2132
2022-03,Water/Leak,MANHATTAN,917
2022-03,Water/Leak,QUEENS,1507
2022-03,Water/Leak,STATEN ISLAND,551
2022-04,Boilers,BRONX,63
2022-04,Boilers,BROOKLYN,64
2022-04,Boilers,MANHATTAN,111
2022-04,Boilers,QUEENS,60
2022-04,Boilers,STATEN ISLAND,3
2022-04,Heating/Hot Water,BRONX,6092
2022-04,Heating/Hot Water,BROOKLYN,4068
2022-04,Heating/Hot Water,MANHATTAN,3656
2022-04,Heating/Hot Water,QUEENS,2201
2022-04,Heating/Hot Water,STATEN ISLAND,151
2022-04,Homeless/Shelter,BRONX,218
2022-04,Homeless/Shelter,BROOKLYN,1086
2022-04,Homeless/Shelter,MANHATTAN,3643
2022-04,Homeless/Shelter,QUEENS,752
2022-04,Homeless/Shelter,STATEN ISLAND,51
2022-04,Plumbing,BRONX,1479
2022-04,Plumbing,BROOKLYN,1223
2022-04,Plumbing,MANHATTAN,1002
2022-04,Plumbing,QUEENS,586
2022-04,Plumbing,STATEN ISLAND,92
2022-04,Water/Leak,BRONX,1269
2022-04,Water/Leak,BROOKLYN,1938
2022-04,Water/Leak,MANHATTAN,961
2022-04,Water/Leak,QUEENS,1637
2022-04,Water/Leak,STATEN ISLAND,533
2022-04,Water/Leak,Unspecified,2
2022-05,Boilers,BRONX,67
2022-05,Boilers,BROOKLYN,60
2022-05,Boilers,MANHATTAN,78
2022-05,Boilers,QUEENS,64
2022-05,Boilers,STATEN ISLAND,3
2022-05,Heating/Hot Water,BRONX,2384
2022-05,Heating/Hot Water,BROOKLYN,1890
2022-05,Heating/Hot Water,MANHATTAN,1589
2022-05,Heating/Hot Water,QUEENS,1098
2022-05,Heating/Hot Water,STATEN ISLAND,94
2022-05,Homeless/Shelter,BRONX,293
2022-05,Homeless/Shelter,BROOKLYN,1128
2022-05,Homeless/Shelter,MANHATTAN,3691
2022-05,Homeless/Shelter,QUEENS,772
2022-05,Homeless/Shelter,STATEN ISLAND,40
2022-05,Plumbing,BRONX,1526
2022-05,Plumbing,BROOKLYN,1322
2022-05,Plumbing,MANHATTAN,854
2022-05,Plumbing,QUEENS,513
2022-05,Plumbing,STATEN ISLAND,87
2022-05,Water/Leak,BRONX,1770
2022-05,Water/Leak,BROOKLYN,3240
2022-05,Water/Leak,MANHATTAN,1127
2022-05,Water/Leak,QUEENS,1411
2022-05,Water/Leak,STATEN ISLAND,500
2022-06,Boilers,BRONX,63
2022-06,Boilers,BROOKLYN,49
2022-06,Boilers,MANHATTAN,51
2022-06,Boilers,QUEENS,45
2022-06,Boilers,STATEN ISLAND,3
2022-06,Heating/Hot Water,BRONX,1173
2022-06,Heating/Hot Water,BROOKLYN,997
2022-06,Heating/Hot Water,MANHATTAN,740
2022-06,Heating/Hot Water,QUEENS,398
2022-06,Heating/Hot Water,STATEN ISLAND,47
2022-06,Homeless/Shelter,BRONX,364
2022-06,Homeless/Shelter,BROOKLYN,1340
2022-06,Homeless/Shelter,MANHATTAN,4494
2022-06,Homeless/Shelter,QUEENS,897
2022-06,Homeless/Shelter,STATEN ISLAND,45
2022-06,Homeless/Shelter,Unspecified,2
2022-06,Plumbing,BRONX,1410
2022-06,Plumbing,BROOKLYN,1326
2022-06,Plumbing,MANHATTAN,870
2022-06,Plumbing,QUEENS,594
2022-06,Plumbing,STATEN ISLAND,138
2022-06,Water/Leak,BRONX,2399
2022-06,Water/Leak,BROOKLYN,2042
2022-06,Water/Leak,MANHATTAN,1314
2022-06,Water/Leak,QUEENS,1438
2022-06,Water/Leak,STATEN ISLAND,474
2022-06,Water/Leak,Unspecified,1
2022-07,Boilers,BRONX,64
2022-07,Boilers,BROOKLYN,60
2022-07,Boilers,MANHATTAN,34
2022-07,Boilers,QUEENS,40
2022-07,Boilers,STATEN ISLAND,4
2022-07,Heating/Hot Water,BRONX,1082
2022-07,Heating/Hot Water,BROOKLYN,691
2022-07,Heating/Hot Water,MANHATTAN,695
2022-07,Heating/Hot Water,QUEENS,307
2022-07,Heating/Hot Water,STATEN ISLAND,37
2022-07,Homeless/Shelter,BRONX,414
2022-07,Homeless/Shelter,BROOKLYN,1548
2022-07,Homeless/Shelter,MANHATTAN,5197
2022-07,Homeless/Shelter,QUEENS,845
2022-07,Homeless/Shelter,STATEN ISLAND,55
2022-07,Homeless/Shelter,Unspecified,1
2022-07,Plumbing,BRONX,1786
2022-07,Plumbing,BROOKLYN,1317
2022-07,Plumbing,MANHATTAN,917
2022-07,Plumbing,QUEENS,548
2022-07,Plumbing,STATEN ISLAND,132
2022-07,Water/Leak,BRONX,5838
2022-07,Water/Leak,BROOKLYN,3202
2022-07,Water/Leak,MANHATTAN,2631
2022-07,Water/Leak,QUEENS,1988
2022-07,Water/Leak,STATEN ISLAND,567
2022-07,Water/Leak,Unspecified,1
2022-08,Boilers,BRONX,48
2022-08,Boilers,BROOKLYN,45
2022-08,Boilers,MANHATTAN,47
2022-08,Boilers,QUEENS,37
2022-08,Boilers,STATEN ISLAND,5
2022-08,Heating/Hot Water,BRONX,801
2022-08,Heating/Hot Water,BROOKLYN,633
2022-08,Heating/Hot Water,MANHATTAN,464
2022-08,Heating/Hot Water,QUEENS,238
2022-08,Heating/Hot Water,STATEN ISLAND,50
2022-08,Homeless/Shelter,BRONX,382
2022-08,Homeless/Shelter,BROOKLYN,1520
2022-08,Homeless/Shelter,MANHATTAN,5932
2022-08,Homeless/Shelter,QUEENS,979
2022-08,Homeless/Shelter,STATEN ISLAND,67
2022-08,Homeless/Shelter,Unspecified,1
2022-08,Plumbing,BRONX,1535
2022-08,Plumbing,BROOKLYN,1448
2022-08,Plumbing,MANHATTAN,1039
2022-08,Plumbing,QUEENS,638
2022-08,Plumbing,STATEN ISLAND,156
2022-08,Plumbing,Unspecified,1
2022-08,Water/Leak,BRONX,4474
2022-08,Water/Leak,BROOKLYN,3113
2022-08,Water/Leak,MANHATTAN,2354
2022-08,Water/Leak,QUEENS,1805
2022-08,Water/Leak,STATEN ISLAND,649
2022-08,Water/Leak,Unspecified,2
2022-09,Boilers,BRONX,48
2022-09,Boilers,BROOKLYN,65
2022-09,Boilers,MANHATTAN,58
2022-09,Boilers,QUEENS,64
2022-09,Boilers,STATEN ISLAND,6
2022-09,Heating/Hot Water,BRONX,966
2022-09,Heating/Hot Water,BROOKLYN,976
2022-09,Heating/Hot Water,MANHATTAN,710
2022-09,Heating/Hot Water,QUEENS,483
2022-09,Heating/Hot Water,STATEN ISLAND,32
2022-09,Homeless/Shelter,BRONX,449
2022-09,Homeless/Shelter,BROOKLYN,1477
2022-09,Homeless/Shelter,MANHATTAN,6325
2022-09,Homeless/Shelter,QUEENS,1222
2022-09,Homeless/Shelter,STATEN ISLAND,35
2022-09,Plumbing,BRONX,1448
2022-09,Plumbing,BROOKLYN,1387
2022-09,Plumbing,MANHATTAN,853
2022-09,Plumbing,QUEENS,664
2022-09,Plumbing,STATEN ISLAND,135
2022-09,Water/Leak,BRONX,1745
2022-09,Water/Leak,BROOKLYN,2386
2022-09,Water/Leak,MANHATTAN,1177
2022-09,Water/Leak,QUEENS,1434
2022-09,Water/Leak,STATEN ISLAND,535
2022-10,Boilers,BRONX,53
2022-10,Boilers,BROOKLYN,94
2022-10,Boilers,MANHATTAN,74
2022-10,Boilers,QUEENS,53
2022-10,Boilers,STATEN ISLAND,2
2022-10,Heating/Hot Water,BRONX,8066
2022-10,Heating/Hot Water,BROOKLYN,7238
2022-10,Heating/Hot Water,MANHATTAN,6487
2022-10,Heating/Hot Water,QUEENS,3913
2022-10,Heating/Hot Water,STATEN ISLAND,286
2022-10,Homeless/Shelter,BRONX,356
2022-10,Homeless/Shelter,BROOKLYN,1398
2022-10,Homeless/Shelter,MANHATTAN,6035
2022-10,Homeless/Shelter,QUEENS,1218
2022-10,Homeless/Shelter,STATEN ISLAND,68
2022-10,Homeless/Shelter,Unspecified,1
2022-10,Plumbing,BRONX,1613
2022-10,Plumbing,BROOKLYN,1642
2022-10,Plumbing,MANHATTAN,1084
2022-10,Plumbing,QUEENS,563
2022-10,Plumbing,STATEN ISLAND,111
2022-10,Snow/Ice,MANHATTAN,1
2022-10,Water/Leak,BRONX,1328
2022-10,Water/Leak,BROOKLYN,2023
2022-10,Water/Leak,MANHATTAN,1172
2022-10,Water/Leak,QUEENS,1332
2022-10,Water/Leak,STATEN ISLAND,507
2022-11,Boilers,BRONX,56
2022-11,Boilers,BROOKLYN,78
2022-11,Boilers,MANHATTAN,70
2022-11,Boilers,QUEENS,61
2022-11,Boilers,STATEN ISLAND,7
2022-11,Heating/Hot Water,BRONX,12056
2022-11,Heating/Hot Water,BROOKLYN,9614
2022-11,Heating/Hot Water,MANHATTAN,7341
2022-11,Heating/Hot Water,QUEENS,4740
2022-11,Heating/Hot Water,STATEN ISLAND,444
2022-11,Homeless/Shelter,BRONX,269
2022-11,Homeless/Shelter,BROOKLYN,922
2022-11,Homeless/Shelter,MANHATTAN,4543
2022-11,Homeless/Shelter,QUEENS,988
2022-11,Homeless/Shelter,STATEN ISLAND,44
2022-11,Homeless/Shelter,Unspecified,1
2022-11,Plumbing,BRONX,1579
2022-11,Plumbing,BROOKLYN,1578
2022-11,Plumbing,MANHATTAN,1168
2022-11,Plumbing,QUEENS,680
2022-11,Plumbing,STATEN ISLAND,129
2022-11,Snow/Ice,BRONX,1
2022-11,Snow/Ice,BROOKLYN,7
2022-11,Snow/Ice,MANHATTAN,3
2022-11,Snow/Ice,QUEENS,3
2022-11,Snow/Ice,STATEN ISLAND,3
2022-11,Water/Leak,BRONX,1291
2022-11,Water/Leak,BROOKLYN,1674
2022-11,Water/Leak,MANHATTAN,978
2022-11,Water/Leak,QUEENS,1472
2022-11,Water/Leak,STATEN ISLAND,453
2022-12,Boilers,BRONX,92
2022-12,Boilers,BROOKLYN,112
2022-12,Boilers,MANHATTAN,107
2022-12,Boilers,QUEENS,77
2022-12,Boilers,STATEN ISLAND,7
2022-12,Heating/Hot Water,BRONX,20211
2022-12,Heating/Hot Water,BROOKLYN,14728
2022-12,Heating/Hot Water,MANHATTAN,11195
2022-12,Heating/Hot Water,QUEENS,7362
2022-12,Heating/Hot Water,STATEN ISLAND,654
2022-12,Homeless/Shelter,BRONX,179
2022-12,Homeless/Shelter,BROOKLYN,559
2022-12,Homeless/Shelter,MANHATTAN,2506
2022-12,Homeless/Shelter,QUEENS,603
2022-12,Homeless/Shelter,STATEN ISLAND,18
2022-12,Homeless/Shelter,Unspecified,9
2022-12,Plumbing,BRONX,2218
2022-12,Plumbing,BROOKLYN,1957
2022-12,Plumbing,MANHATTAN,1343
2022-12,Plumbing,QUEENS,869
2022-12,Plumbing,STATEN ISLAND,239
2022-12,Snow/Ice,BRONX,33
2022-12,Snow/Ice,BROOKLYN,51
2022-12,Snow/Ice,MANHATTAN,18
2022-12,Snow/Ice,QUEENS,56
2022-12,Snow/Ice,STATEN ISLAND,132
2022-12,Water/Leak,BRONX,1826
2022-12,Water/Leak,BROOKLYN,2822
2022-12,Water/Leak,MANHATTAN,1184
2022-12,Water/Leak,QUEENS,2053
2022-12,Water/Leak,STATEN ISLAND,738
2023-01,Boilers,BRONX,68
2023-01,Boilers,BROOKLYN,101
2023-01,Boilers,MANHATTAN,97
2023-01,Boilers,QUEENS,71
2023-01,Boilers,STATEN ISLAND,10
2023-01,Heating/Hot Water,BRONX,11939
2023-01,Heating/Hot Water,BROOKLYN,7727
2023-01,Heating/Hot Water,MANHATTAN,6488
2023-01,Heating/Hot Water,QUEENS,3774
2023-01,Heating/Hot Water,STATEN ISLAND,386
2023-01,Homeless/Shelter,BRONX,202
2023-01,Homeless/Shelter,BROOKLYN,541
2023-01,Homeless/Shelter,MANHATTAN,2216
2023-01,Homeless/Shelter,QUEENS,569
2023-01,Homeless/Shelter,STATEN ISLAND,13
2023-01,Homeless/Shelter,Unspecified,7
2023-01,Plumbing,BRONX,2022
2023-01,Plumbing,BROOKLYN,1584
2023-01,Plumbing,MANHATTAN,1127
2023-01,Plumbing,QUEENS,669
2023-01,Plumbing,STATEN ISLAND,169
2023-01,Snow/Ice,BRONX,1
2023-01,Snow/Ice,BROOKLYN,2
2023-01,Snow/Ice,QUEENS,7
2023-01,Snow/Ice,STATEN ISLAND,9
2023-01,Water/Leak,BRONX,1592
2023-01,Water/Leak,BROOKLYN,2418
2023-01,Water/Leak,MANHATTAN,1041
2023-01,Water/Leak,QUEENS,1715
2023-01,Water/Leak,STATEN ISLAND,574
2023-02,Boilers,BRONX,78
2023-02,Boilers,BROOKLYN,87
2023-02,Boilers,MANHATTAN,104
2023-02,Boilers,QUEENS,51
2023-02,Boilers,STATEN ISLAND,17
2023-02,Heating/Hot Water,BRONX,12585
2023-02,Heating/Hot Water,BROOKLYN,8614
2023-02,Heating/Hot Water,MANHATTAN,7267
2023-02,Heating/Hot Water,QUEENS,4152
2023-02,Heating/Hot Water,STATEN ISLAND,415
2023-02,Homeless/Shelter,BRONX,132
2023-02,Homeless/Shelter,BROOKLYN,370
2023-02,Homeless/Shelter,MANHATTAN,1848
2023-02,Homeless/Shelter,QUEENS,491
2023-02,Homeless/Shelter,STATEN ISLAND,15
2023-02,Homeless/Shelter,Unspecified,1
2023-02,Plumbing,BRONX,1802
2023-02,Plumbing,BROOKLYN,1706
2023-02,Plumbing,MANHATTAN,1176
2023-02,Plumbing,QUEENS,652
2023-02,Plumbing,STATEN ISLAND,136
2023-02,Snow/Ice,BRONX,8
2023-02,Snow/Ice,BROOKLYN,16
2023-02,Snow/Ice,MANHATTAN,3
2023-02,Snow/Ice,QUEENS,10
2023-02,Snow/Ice,STATEN ISLAND,9
2023-02,Water/Leak,BRONX,1445
2023-02,Water/Leak,BROOKLYN,2062
2023-02,Water/Leak,MANHATTAN,955
2023-02,Water/Leak,QUEENS,1509
2023-02,Water/Leak,STATEN ISLAND,441
2023-02,Water/Leak,Unspecified,1
2023-03,Boilers,BRONX,80
2023-03,Boilers,BROOKLYN,102
2023-03,Boilers,MANHATTAN,93
2023-03,Boilers,QUEENS,68
2023-03,Boilers,STATEN ISLAND,8
2023-03,Heating/Hot Water,BRONX,10169
2023-03,Heating/Hot Water,BROOKLYN,6892
2023-03,Heating/Hot Water,MANHATTAN,5648
2023-03,Heating/Hot Water,QUEENS,3549
2023-03,Heating/Hot Water,STATEN ISLAND,378
2023-03,Homeless/Shelter,BRONX,172
2023-03,Homeless/Shelter,BROOKLYN,478
2023-03,Homeless/Shelter,MANHATTAN,2067
2023-03,Homeless/Shelter,QUEENS,571
2023-03,Homeless/Shelter,STATEN ISLAND,21
2023-03,Plumbing,BRONX,1683
2023-03,Plumbing,BROOKLYN,1673
2023-03,Plumbing,MANHATTAN,1280
2023-03,Plumbing,QUEENS,622
2023-03,Plumbing,STATEN ISLAND,159
2023-03,Snow/Ice,BRONX,2
2023-03,Snow/Ice,BROOKLYN,3
2023-03,Snow/Ice,MANHATTAN,1
2023-03,Snow/Ice,QUEENS,5
2023-03,Snow/Ice,STATEN ISLAND,10
2023-03,Water/Leak,BRONX,1379
2023-03,Water/Leak,BROOKLYN,1982
2023-03,Water/Leak,MANHATTAN,979
2023-03,Water/Leak,QUEENS,1531
2023-03,Water/Leak,STATEN ISLAND,534
2023-03,Water/Leak,Unspecified,1
2023-04,Boilers,BRONX,84
2023-04,Boilers,BROOKLYN,74
2023-04,Boilers,MANHATTAN,90
2023-04,Boilers,QUEENS,53
2023-04,Boilers,STATEN ISLAND,3
2023-04,Heating/Hot Water,BRONX,4882
2023-04,Heating/Hot Water,BROOKLYN,3711
2023-04,Heating/Hot Water,MANHATTAN,3836
2023-04,Heating/Hot Water,QUEENS,2009
2023-04,Heating/Hot Water,STATEN ISLAND,142
2023-04,Homeless/Shelter,BRONX,207
2023-04,Homeless/Shelter,BROOKLYN,774
2023-04,Homeless/Shelter,MANHATTAN,3075
2023-04,Homeless/Shelter,QUEENS,726
2023-04,Homeless/Shelter,STATEN ISLAND,28
2023-04,Homeless/Shelter,Unspecified,3
2023-04,Plumbing,BRONX,1487
2023-04,Plumbing,BROOKLYN,1405
2023-04,Plumbing,MANHATTAN,1012
2023-04,Plumbing,QUEENS,651
2023-04,Plumbing,STATEN ISLAND,128
2023-04,Water/Leak,BRONX,1394
2023-04,Water/Leak,BROOKLYN,2070
2023-04,Water/Leak,MANHATTAN,1079
2023-04,Water/Leak,QUEENS,1443
2023-04,Water/Leak,STATEN ISLAND,550
2023-05,Boilers,BRONX,49
2023-05,Boilers,BROOKLYN,68
2023-05,Boilers,MANHATTAN,71
2023-05,Boilers,QUEENS,37
2023-05,Boilers,STATEN ISLAND,4
2023-05,Heating/Hot Water,BRONX,2315
2023-05,Heating/Hot Water,BROOKLYN,1910
2023-05,Heating/Hot Water,MANHATTAN,1792
2023-05,Heating/Hot Water,QUEENS,982
2023-05,Heating/Hot Water,STATEN ISLAND,110
2023-05,Homeless/Shelter,BRONX,238
2023-05,Homeless/Shelter,BROOKLYN,1033
2023-05,Homeless/Shelter,MANHATTAN,4296
2023-05,Homeless/Shelter,QUEENS,808
2023-05,Homeless/Shelter,STATEN ISLAND,70
2023-05,Homeless/Shelter,Unspecified,4
2023-05,Plumbing,BRONX,1451
2023-05,Plumbing,BROOKLYN,1483
2023-05,Plumbing,MANHATTAN,955
2023-05,Plumbing,QUEENS,748
2023-05,Plumbing,STATEN ISLAND,132
2023-05,Plumbing,Unspecified,2
2023-05,Snow/Ice,MANHATTAN,2
2023-05,Water/Leak,BRONX,1734
2023-05,Water/Leak,BROOKLYN,2388
2023-05,Water/Leak,MANHATTAN,1234
2023-05,Water/Leak,QUEENS,2008
2023-05,Water/Leak,STATEN ISLAND,440
2023-06,Boilers,BRONX,66
2023-06,Boilers,BROOKLYN,65
2023-06,Boilers,MANHATTAN,59
2023-06,Boilers,QUEENS,40
2023-06,Boilers,STATEN ISLAND,7
2023-06,Heating/Hot Water,BRONX,1149
2023-06,Heating/Hot Water,BROOKLYN,766
2023-06,Heating/Hot Water,MANHATTAN,790
2023-06,Heating/Hot Water,QUEENS,492
2023-06,Heating/Hot Water,STATEN ISLAND,39
2023-06,Homeless/Shelter,BRONX,332
2023-06,Homeless/Shelter,BROOKLYN,1167
2023-06,Homeless/Shelter,MANHATTAN,4713
2023-06,Homeless/Shelter,QUEENS,843
2023-06,Homeless/Shelter,STATEN ISLAND,57
2023-06,Plumbing,BRONX,1512
2023-06,Plumbing,BROOKLYN,1413
2023-06,Plumbing,MANHATTAN,1008
2023-06,Plumbing,QUEENS,634
2023-06,Plumbing,STATEN ISLAND,146
2023-06,Plumbing,Unspecified,1
2023-06,Water/Leak,BRONX,1622
2023-06,Water/Leak,BROOKLYN,1820
2023-06,Water/Leak,MANHATTAN,952
2023-06,Water/Leak,QUEENS,1207
2023-06,Water/Leak,STATEN ISLAND,1246
2023-07,Boilers,BRONX,23
2023-07,Boilers,BROOKLYN,53
2023-07,Boilers,MANHATTAN,47
2023-07,Boilers,QUEENS,27
2023-07,Boilers,STATEN ISLAND,8
2023-07,Heating/Hot Water,BRONX,1131
2023-07,Heating/Hot Water,BROOKLYN,807
2023-07,Heating/Hot Water,MANHATTAN,832
2023-07,Heating/Hot Water,QUEENS,473
2023-07,Heating/Hot Water,STATEN ISLAND,49
2023-07,Homeless/Shelter,BRONX,362
2023-07,Homeless/Shelter,BROOKLYN,1523
2023-07,Homeless/Shelter,MANHATTAN,4415
2023-07,Homeless/Shelter,QUEENS,934
2023-07,Homeless/Shelter,STATEN ISLAND,58
2023-07,Plumbing,BRONX,1925
2023-07,Plumbing,BROOKLYN,1570
2023-07,Plumbing,MANHATTAN,1132
2023-07,Plumbing,QUEENS,664
2023-07,Plumbing,STATEN ISLAND,145
2023-07,Snow/Ice,MANHATTAN,1
2023-07,Water/Leak,BRONX,5322
2023-07,Water/Leak,BROOKLYN,3270
2023-07,Water/Leak,MANHATTAN,2945
2023-07,Water/Leak,QUEENS,2204
2023-07,Water/Leak,STATEN ISLAND,484
2023-07,Water/Leak,Unspecified,1
2023-08,Boilers,BRONX,37
2023-08,Boilers,BROOKLYN,53
2023-08,Boilers,MANHATTAN,60
2023-08,Boilers,QUEENS,33
2023-08,Boilers,STATEN ISLAND,3
2023-08,Heating/Hot Water,BRONX,916
2023-08,Heating/Hot Water,BROOKLYN,768
2023-08,Heating/Hot Water,MANHATTAN,740
2023-08,Heating/Hot Water,QUEENS,345
2023-08,Heating/Hot Water,STATEN ISLAND,33
2023-08,Homeless/Shelter,BRONX,469
2023-08,Homeless/Shelter,BROOKLYN,1792
2023-08,Homeless/Shelter,MANHATTAN,5510
2023-08,Homeless/Shelter,QUEENS,1065
2023-08,Homeless/Shelter,STATEN ISLAND,80
2023-08,Plumbing,BRONX,1971
2023-08,Plumbing,BROOKLYN,1595
2023-08,Plumbing,MANHATTAN,1069
2023-08,Plumbing,QUEENS,757
2023-08,Plumbing,STATEN ISLAND,146
2023-08,Water/Leak,BRONX,2634
2023-08,Water/Leak,BROOKLYN,2508
2023-08,Water/Leak,MANHATTAN,1397
2023-08,Water/Leak,QUEENS,1615
2023-08,Water/Leak,STATEN ISLAND,431
2023-09,Boilers,BRONX,30
2023-09,Boilers,BROOKLYN,45
2023-09,Boilers,MANHATTAN,48
2023-09,Boilers,QUEENS,26
2023-09,Boilers,STATEN ISLAND,4
2023-09,Heating/Hot Water,BRONX,1288
2023-09,Heating/Hot Water,BROOKLYN,1369
2023-09,Heating/Hot Water,MANHATTAN,1159
2023-09,Heating/Hot Water,QUEENS,525
2023-09,Heating/Hot Water,STATEN ISLAND,90
2023-09,Heating/Hot Water,Unspecified,2
2023-09,Homeless/Shelter,BRONX,371
2023-09,Homeless/Shelter,BROOKLYN,1671
2023-09,Homeless/Shelter,MANHATTAN,5660
2023-09,Homeless/Shelter,QUEENS,1031
2023-09,Homeless/Shelter,STATEN ISLAND,57
2023-09,Homeless/Shelter,Unspecified,132
2023-09,Plumbing,BRONX,1931
2023-09,Plumbing,BROOKLYN,1851
2023-09,Plumbing,MANHATTAN,1227
2023-09,Plumbing,QUEENS,760
2023-09,Plumbing,STATEN ISLAND,148
2023-09,Plumbing,Unspecified,3
2023-09,Snow/Ice,MANHATTAN,3
2023-09,Water/Leak,BRONX,3151
2023-09,Water/Leak,BROOKLYN,4050
2023-09,Water/Leak,MANHATTAN,2211
2023-09,Water/Leak,QUEENS,1959
2023-09,Water/Leak,STATEN ISLAND,429
2023-09,Water/Leak,Unspecified,19
2023-10,Boilers,BRONX,55
2023-10,Boilers,BROOKLYN,70
2023-10,Boilers,MANHATTAN,92
2023-10,Boilers,QUEENS,53
2023-10,Boilers,STATEN ISLAND,4
2023-10,Heating/Hot Water,BRONX,7008
2023-10,Heating/Hot Water,BROOKLYN,6855
2023-10,Heating/Hot Water,MANHATTAN,6112
2023-10,Heating/Hot Water,QUEENS,3028
2023-10,Heating/Hot Water,STATEN ISLAND,387
2023-10,Homeless/Shelter,BRONX,367
2023-10,Homeless/Shelter,BROOKLYN,1450
2023-10,Homeless/Shelter,MANHATTAN,5785
2023-10,Homeless/Shelter,QUEENS,929
2023-10,Homeless/Shelter,STATEN ISLAND,51
2023-10,Plumbing,BRONX,2337
2023-10,Plumbing,BROOKLYN,2082
2023-10,Plumbing,MANHATTAN,1503
2023-10,Plumbing,QUEENS,830
2023-10,Plumbing,STATEN ISLAND,223
2023-10,Plumbing,Unspecified,1
2023-10,Snow/Ice,BROOKLYN,1
2023-10,Snow/Ice,MANHATTAN,1
2023-10,Water/Leak,BRONX,2459
2023-10,Water/Leak,BROOKLYN,3515
2023-10,Water/Leak,MANHATTAN,1645
2023-10,Water/Leak,QUEENS,1828
2023-10,Water/Leak,STATEN ISLAND,414
2023-11,Boilers,BRONX,70
2023-11,Boilers,BROOKLYN,81
2023-11,Boilers,MANHATTAN,95
2023-11,Boilers,QUEENS,68
2023-11,Boilers,STATEN ISLAND,11
2023-11,Heating/Hot Water,BRONX,16240
2023-11,Heating/Hot Water,BROOKLYN,12590
2023-11,Heating/Hot Water,MANHATTAN,11113
2023-11,Heating/Hot Water,QUEENS,6974
2023-11,Heating/Hot Water,STATEN ISLAND,565
2023-11,Homeless/Shelter,BRONX,313
2023-11,Homeless/Shelter,BROOKLYN,1143
2023-11,Homeless/Shelter,MANHATTAN,4308
2023-11,Homeless/Shelter,QUEENS,823
2023-11,Homeless/Shelter,STATEN ISLAND,26
2023-11,Homeless/Shelter,Unspecified,1
2023-11,Plumbing,BRONX,1950
2023-11,Plumbing,BROOKLYN,1662
2023-11,Plumbing,MANHATTAN,1244
2023-11,Plumbing,QUEENS,702
2023-11,Plumbing,STATEN ISLAND,160
2023-11,Snow/Ice,BRONX,4
2023-11,Snow/Ice,BROOKLYN,3
2023-11,Snow/Ice,MANHATTAN,2
2023-11,Snow/Ice,QUEENS,3
2023-11,Snow/Ice,STATEN ISLAND,13
2023-11,Water/Leak,BRONX,1658
2023-11,Water/Leak,BROOKLYN,2023
2023-11,Water/Leak,MANHATTAN,993
2023-11,Water/Leak,QUEENS,1325
2023-11,Water/Leak,STATEN ISLAND,389
2023-12,Boilers,BRONX,94
2023-12,Boilers,BROOKLYN,93
2023-12,Boilers,MANHATTAN,84
2023-12,Boilers,QUEENS,54
2023-12,Boilers,STATEN ISLAND,8
2023-12,Heating/Hot Water,BRONX,13388
2023-12,Heating/Hot Water,BROOKLYN,8861
2023-12,Heating/Hot Water,MANHATTAN,8113
2023-12,Heating/Hot Water,QUEENS,4892
2023-12,Heating/Hot Water,STATEN ISLAND,401
2023-12,Homeless/Shelter,BRONX,156
2023-12,Homeless/Shelter,BROOKLYN,865
2023-12,Homeless/Shelter,MANHATTAN,2999
2023-12,Homeless/Shelter,QUEENS,665
2023-12,Homeless/Shelter,STATEN ISLAND,31
2023-12,Plumbing,BRONX,2078
2023-12,Plumbing,BROOKLYN,1693
2023-12,Plumbing,MANHATTAN,1285
2023-12,Plumbing,QUEENS,739
2023-12,Plumbing,STATEN ISLAND,132
2023-12,Snow/Ice,BRONX,20
2023-12,Snow/Ice,BROOKLYN,8
2023-12,Snow/Ice,MANHATTAN,7
2023-12,Snow/Ice,QUEENS,6
2023-12,Snow/Ice,STATEN ISLAND,36
2023-12,Water/Leak,BRONX,1871
2023-12,Water/Leak,BROOKLYN,2617
2023-12,Water/Leak,MANHATTAN,1187
2023-12,Water/Leak,QUEENS,1448
2023-12,Water/Leak,STATEN ISLAND,500
2024-01,Boilers,BRONX,122
2024-01,Boilers,BROOKLYN,115
2024-01,Boilers,MANHATTAN,108
2024-01,Boilers,QUEENS,64
